timestamp,a_mm,b_mm
14:44:19,438,320
14:44:19,454,320
14:44:19,454,318
14:44:19,454,315
14:44:20,448,320
14:44:20,437,316
14:44:20,438,313
14:44:20,421,320
14:44:21,423,321
14:44:21,439,322
14:44:21,437,319
14:44:22,433,328
14:44:22,443,319
14:44:22,435,320
14:44:22,438,320
14:44:23,445,324
14:44:23,452,320
14:44:23,455,317
14:44:24,451,323
14:44:24,462,321
14:44:24,466,327
14:44:24,462,327
14:44:25,513,314
14:44:25,808,314
14:44:25,-1,307
14:44:26,-1,318
14:44:26,514,329
14:44:26,497,326
14:44:26,492,330
14:44:27,487,324
14:44:27,521,326
14:44:27,509,331
14:44:28,513,335
14:44:28,540,329
14:44:28,562,333
14:44:28,540,335
14:44:29,550,336
14:44:29,590,330
14:44:29,704,333
14:44:30,-1,333
14:44:30,-1,328
14:44:30,746,330
14:44:30,569,335
14:44:31,501,335
14:44:31,525,330
14:44:31,497,335
14:44:31,502,331
14:44:32,519,340
14:44:32,517,331
14:44:32,532,330
14:44:33,520,334
14:44:33,496,331
14:44:33,509,328
14:44:33,495,338
14:44:34,471,305
14:44:34,478,284
14:44:34,402,282
14:44:35,360,290
14:44:35,379,309
14:44:35,384,299
14:44:35,382,311
14:44:36,391,310
14:44:36,398,307
14:44:36,386,318
14:44:37,409,315
14:44:37,401,311
14:44:37,399,313
14:44:37,397,318
14:44:38,406,321
14:44:38,407,325
14:44:38,406,311
14:44:39,395,316
14:44:39,404,312
14:44:39,420,314
14:44:39,403,314
14:44:40,409,320
14:44:40,430,320
14:44:40,451,324
14:44:41,494,321
14:44:41,549,322
14:44:41,533,318
14:44:41,513,323
14:44:42,523,323
14:44:42,554,325
14:44:42,632,319
14:44:42,710,321
14:44:43,887,319
14:44:43,641,317
14:44:43,583,329
14:44:44,-1,324
14:44:44,578,330
14:44:44,603,329
14:44:44,583,325
14:44:45,530,318
14:44:45,438,316
14:44:45,378,295
14:44:46,360,288
14:44:46,349,287
14:44:46,362,283
14:44:46,328,270
14:44:47,280,240
14:44:47,231,213
14:44:47,212,202
14:44:48,221,205
14:44:48,226,206
14:44:48,217,207
14:44:48,230,223
14:44:49,316,275
14:44:49,397,317
14:44:49,448,327
14:44:50,468,326
14:44:50,466,328
14:44:50,467,330
14:44:50,462,327
14:44:51,444,331
14:44:51,462,332
14:44:51,456,324
14:44:52,446,319
14:44:52,443,329
14:44:52,439,333
14:44:52,448,326
14:44:53,441,323
14:44:53,469,333
14:44:53,448,329
14:44:53,444,330
14:44:54,443,331
14:44:54,455,324
14:44:54,450,332
14:44:55,453,329
14:44:55,457,329
14:44:55,465,331
14:44:55,467,325
14:44:56,465,333
14:44:56,458,321
14:44:56,470,326
14:44:57,469,324
14:44:57,471,322
14:44:57,465,324
14:44:57,462,337
14:44:58,464,332
14:44:58,466,337
14:44:58,466,324
14:44:59,468,333
14:44:59,460,330
14:44:59,471,331
14:44:59,493,330
14:45:00,506,329
14:45:00,507,332
14:45:00,534,341
14:45:01,602,334
14:45:01,617,336
14:45:01,773,319
14:45:01,920,322
14:45:02,758,323
14:45:02,798,320
14:45:02,695,339
14:45:03,582,324
14:45:03,580,326
14:45:03,637,311
14:45:03,613,310
14:45:04,635,305
14:45:04,702,302
14:45:04,764,313
14:45:04,743,309
14:45:05,601,323
14:45:05,606,327
14:45:05,669,334
14:45:06,656,334
14:45:06,605,334
14:45:06,636,327
14:45:06,615,336
14:45:07,610,336
14:45:07,624,332
14:45:07,601,336
14:45:08,610,331
14:45:08,672,333
14:45:08,638,337
14:45:08,684,344
14:45:09,642,344
14:45:09,614,343
14:45:09,571,343
14:45:10,595,340
14:45:10,620,344
14:45:10,603,346
14:45:10,750,336
14:45:11,740,338
14:45:11,774,345
14:45:11,731,339
14:45:12,705,346
14:45:12,628,339
14:45:12,619,326
14:45:12,636,338
14:45:13,608,340
14:45:13,615,348
14:45:13,646,330
14:45:14,710,312
14:45:14,717,307
14:45:14,750,288
14:45:14,1178,259
14:45:15,1265,189
14:45:15,-1,116
14:45:15,-1,78
14:45:15,-1,39
14:45:16,-1,48
14:45:16,-1,61
14:45:16,-1,-1
14:45:17,-1,72
14:45:17,-1,62
14:45:17,1210,108
14:45:17,690,215
14:45:18,587,258
14:45:18,511,282
14:45:18,505,296
14:45:19,514,301
14:45:19,499,305
14:45:19,500,300
14:45:19,498,310
14:45:20,482,295
14:45:20,481,306
14:45:20,476,305
14:45:21,470,301
14:45:21,491,285
14:45:21,477,294
14:45:21,494,294
14:45:22,467,303
14:45:22,450,275
14:45:22,434,299
14:45:23,435,295
14:45:23,440,299
14:45:23,449,314
14:45:23,443,307
14:45:24,444,324
14:45:24,442,311
14:45:24,452,297
14:45:25,447,311
14:45:25,438,323
14:45:25,443,279
14:45:25,445,294
14:45:26,441,298
14:45:26,447,310
14:45:26,446,310
14:45:26,443,294
14:45:27,454,308
14:45:27,449,311
14:45:27,453,316
14:45:28,450,310
14:45:28,447,314
14:45:28,458,320
14:45:28,446,312
14:45:29,435,298
14:45:29,460,291
14:45:29,501,289
14:45:30,472,338
14:45:30,475,344
14:45:30,481,336
14:45:30,488,322
14:45:31,472,327
14:45:31,481,322
14:45:31,477,319
14:45:32,479,320
14:45:32,470,318
14:45:32,481,323
14:45:32,486,309
14:45:33,462,313
14:45:33,483,313
14:45:33,468,287
14:45:34,488,289
14:45:34,486,311
14:45:34,495,305
14:45:34,512,284
14:45:35,483,288
14:45:35,492,287
14:45:35,512,305
14:45:36,504,318
14:45:36,486,311
14:45:36,495,260
14:45:36,499,299
14:45:37,500,289
14:45:37,505,295
14:45:37,504,296
14:45:37,488,284
14:45:38,501,313
14:45:38,496,331
14:45:38,492,332
14:45:39,494,322
14:45:39,494,324
14:45:39,483,302
14:45:39,497,326
14:45:40,490,315
14:45:40,491,318
14:45:40,506,312
14:45:41,485,326
14:45:41,486,324
14:45:41,465,321
14:45:41,492,308
14:45:42,497,312
14:45:42,496,316
14:45:42,493,323
14:45:43,490,317
14:45:43,498,329
14:45:43,501,328
14:45:43,509,339
14:45:44,487,332
14:45:44,480,329
14:45:44,482,328
14:45:45,492,323
14:45:45,493,332
14:45:45,493,331
14:45:45,513,332
14:45:46,512,333
14:45:46,518,335
14:45:46,506,328
14:45:47,509,340
14:45:47,513,327
14:45:47,501,332
14:45:47,501,328
14:45:48,510,323
14:45:48,519,332
14:45:48,493,333
14:45:48,484,331
14:45:49,463,327
14:45:49,393,289
14:45:49,308,257
14:45:50,265,239
14:45:50,246,226
14:45:50,253,231
14:45:50,252,229
14:45:51,253,227
14:45:51,249,227
14:45:51,270,252
14:45:52,342,304
14:45:52,424,356
14:45:52,478,340
14:45:52,445,331
14:45:53,395,318
14:45:53,359,301
14:45:53,356,303
14:45:54,357,315
14:45:54,352,323
14:45:54,366,317
14:45:54,358,327
14:45:55,359,313
14:45:55,352,309
14:45:55,360,321
14:45:56,360,320
14:45:56,363,321
14:45:56,355,313
14:45:56,364,313
14:45:57,364,324
14:45:57,419,349
14:45:57,499,351
14:45:58,524,353
14:45:58,520,364
14:45:58,514,362
14:45:58,515,351
14:45:59,505,353
14:45:59,533,359
14:45:59,503,354
14:45:59,497,353
14:46:00,507,356
14:46:00,512,365
14:46:00,519,357
14:46:01,508,361
14:46:01,501,354
14:46:01,515,344
14:46:01,500,355
14:46:02,508,358
14:46:02,517,351
14:46:02,503,351
14:46:03,497,349
14:46:03,497,357
14:46:03,492,342
14:46:03,510,352
14:46:04,510,363
14:46:04,559,355
14:46:04,642,363
14:46:05,622,363
14:46:05,494,354
14:46:05,449,343
14:46:05,443,346
14:46:06,453,344
14:46:06,434,345
14:46:06,430,354
14:46:07,437,355
14:46:07,438,352
14:46:07,445,347
14:46:07,440,345
14:46:08,437,348
14:46:08,431,356
14:46:08,439,356
14:46:09,451,349
14:46:09,423,361
14:46:09,432,354
14:46:09,425,346
14:46:10,430,350
14:46:10,432,343
14:46:10,427,339
14:46:10,432,340
14:46:11,421,343
14:46:11,426,342
14:46:11,430,351
14:46:12,439,346
14:46:12,428,346
14:46:12,425,345
14:46:12,425,344
14:46:13,426,341
14:46:13,427,342
14:46:13,427,341
14:46:14,427,334
14:46:14,429,344
14:46:14,426,333
14:46:14,423,340
14:46:15,437,336
14:46:15,426,344
14:46:15,435,331
14:46:16,437,341
14:46:16,427,341
14:46:16,433,335
14:46:16,438,342
14:46:17,428,339
14:46:17,434,348
14:46:17,428,338
14:46:18,427,340
14:46:18,424,334
14:46:18,419,337
14:46:18,426,342
14:46:19,418,334
14:46:19,425,342
14:46:19,428,344
14:46:20,422,344
14:46:20,423,339
14:46:20,419,336
14:46:20,430,339
14:46:21,428,348
14:46:21,429,341
14:46:21,428,342
14:46:21,417,326
14:46:22,431,344
14:46:22,436,337
14:46:22,428,340
14:46:23,429,336
14:46:23,431,337
14:46:23,431,342
14:46:23,421,345
14:46:24,426,346
14:46:24,416,340
14:46:24,423,351
14:46:25,436,342
14:46:25,425,346
14:46:25,415,349
14:46:25,425,348
14:46:26,429,350
14:46:26,424,360
14:46:26,416,361
14:46:27,414,371
14:46:27,425,376
14:46:27,429,360
14:46:27,421,383
14:46:28,430,375
14:46:28,427,341
14:46:28,420,365
14:46:29,433,339
14:46:29,429,353
14:46:29,425,342
14:46:29,425,329
14:46:30,425,331
14:46:30,426,333
14:46:30,422,323
14:46:31,429,323
14:46:31,421,327
14:46:31,424,331
14:46:31,429,343
14:46:32,423,333
14:46:32,432,328
14:46:32,429,321
14:46:32,430,323
14:46:33,419,327
14:46:33,414,319
14:46:33,425,321
14:46:34,424,322
14:46:34,421,324
14:46:34,423,333
14:46:34,423,331
14:46:35,423,327
14:46:35,427,324
14:46:35,426,325
14:46:36,435,322
14:46:36,429,321
14:46:36,434,320
14:46:36,429,322
14:46:37,428,319
14:46:37,422,319
14:46:37,421,317
14:46:38,409,317
14:46:38,423,322
14:46:38,440,319
14:46:38,429,315
14:46:39,413,315
14:46:39,390,293
14:46:39,350,279
14:46:40,312,265
14:46:40,306,260
14:46:40,303,257
14:46:40,291,254
14:46:41,295,255
14:46:41,297,256
14:46:41,295,257
14:46:42,326,276
14:46:42,399,318
14:46:42,496,336
14:46:42,567,339
14:46:43,555,337
14:46:43,499,329
14:46:43,508,323
14:46:44,510,323
14:46:44,489,327
14:46:44,490,320
14:46:44,504,325
14:46:45,509,331
14:46:45,503,330
14:46:45,508,332
14:46:45,505,329
14:46:46,501,337
14:46:46,515,344
14:46:46,501,339
14:46:47,507,341
14:46:47,506,337
14:46:47,506,333
14:46:47,513,333
14:46:48,507,343
14:46:48,506,331
14:46:48,503,338
14:46:49,504,328
14:46:49,500,325
14:46:49,499,337
14:46:49,491,330
14:46:50,501,318
14:46:50,510,321
14:46:50,522,324
14:46:51,502,321
14:46:51,510,323
14:46:51,508,326
14:46:51,497,326
14:46:52,499,332
14:46:52,501,331
14:46:52,503,328
14:46:53,497,325
14:46:53,502,326
14:46:53,501,325
14:46:53,500,323
14:46:54,507,325
14:46:54,497,328
14:46:54,481,328
14:46:55,481,331
14:46:55,477,333
14:46:55,466,330
14:46:55,471,337
14:46:56,475,339
14:46:56,453,335
14:46:56,463,330
14:46:56,468,339
14:46:57,466,342
14:46:57,455,333
14:46:57,453,333
14:46:58,453,332
14:46:58,458,342
14:46:58,458,327
14:46:58,460,336
14:46:59,449,334
14:46:59,460,322
14:46:59,465,325
14:47:00,466,326
14:47:00,454,337
14:47:00,467,327
14:47:00,469,331
14:47:01,460,330
14:47:01,460,333
14:47:01,450,335
14:47:02,459,335
14:47:02,462,328
14:47:02,453,332
14:47:02,466,330
14:47:03,465,339
14:47:03,465,329
14:47:03,464,334
14:47:04,451,331
14:47:04,471,333
14:47:04,464,334
14:47:04,468,330
14:47:05,465,328
14:47:05,473,341
14:47:05,468,331
14:47:05,458,334
14:47:06,461,339
14:47:06,469,339
14:47:06,467,334
14:47:07,459,337
14:47:07,468,325
14:47:07,461,335
14:47:07,463,327
14:47:08,469,328
14:47:08,460,328
14:47:08,454,327
14:47:09,461,326
14:47:09,453,325
14:47:09,468,326
14:47:09,460,332
14:47:10,464,326
14:47:10,435,319
14:47:10,378,302
14:47:11,315,270
14:47:11,279,248
14:47:11,257,243
14:47:11,256,243
14:47:12,259,244
14:47:12,257,237
14:47:12,258,240
14:47:13,256,242
14:47:13,257,238
14:47:13,268,246
14:47:13,336,299
14:47:14,417,329
14:47:14,501,338
14:47:14,510,331
14:47:15,508,334
14:47:15,499,338
14:47:15,497,337
14:47:15,493,342
14:47:16,485,334
14:47:16,492,335
14:47:16,487,338
14:47:17,487,330
14:47:17,478,340
14:47:17,479,335
14:47:17,499,333
14:47:18,489,337
14:47:18,486,336
14:47:18,455,329
14:47:18,384,306
14:47:19,320,268
14:47:19,289,247
14:47:19,283,256
14:47:20,281,247
14:47:20,283,252
14:47:20,283,249
14:47:20,285,252
14:47:21,278,248
14:47:21,276,248
14:47:21,277,248
14:47:22,277,249
14:47:22,279,248
14:47:22,280,249
14:47:22,302,273
14:47:23,370,306
14:47:23,419,320
14:47:23,412,327
14:47:24,407,315
14:47:24,418,318
14:47:24,402,317
14:47:24,409,316
14:47:25,407,313
14:47:25,407,310
14:47:25,407,315
14:47:26,412,320
14:47:26,413,314
14:47:26,400,319
14:47:26,416,311
14:47:27,406,314
14:47:27,403,317
14:47:27,413,319
14:47:28,410,320
14:47:28,408,311
14:47:28,398,315
14:47:28,400,320
14:47:29,408,311
14:47:29,409,321
14:47:29,409,316
14:47:29,413,319
14:47:30,415,318
14:47:30,410,330
14:47:30,414,315
14:47:31,404,321
14:47:31,404,324
14:47:31,412,326
14:47:31,404,318
14:47:32,413,325
14:47:32,408,325
14:47:32,405,319
14:47:33,414,327
14:47:33,410,322
14:47:33,412,319
14:47:33,411,318
14:47:34,405,320
14:47:34,414,319
14:47:34,407,317
14:47:35,405,315
14:47:35,411,314
14:47:35,409,317
14:47:35,401,319
14:47:36,410,320
14:47:36,414,318
14:47:36,414,320
14:47:37,405,316
14:47:37,409,311
14:47:37,409,315
14:47:37,407,323
14:47:38,412,314
14:47:38,410,321
14:47:38,411,318
14:47:39,404,320
14:47:39,406,324
14:47:39,418,323
14:47:39,417,320
14:47:40,409,321
14:47:40,412,322
14:47:40,407,319
14:47:40,407,318
14:47:41,404,323
14:47:41,403,319
14:47:41,399,321
14:47:42,406,326
14:47:42,409,319
14:47:42,406,323
14:47:42,407,323
14:47:43,406,324
14:47:43,413,324
14:47:43,404,316
14:47:44,415,315
14:47:44,401,313
14:47:44,407,317
14:47:44,403,313
14:47:45,408,313
14:47:45,407,316
14:47:45,401,315
14:47:46,403,325
14:47:46,405,317
14:47:46,405,318
14:47:46,403,320
14:47:47,415,318
14:47:47,404,317
14:47:47,409,319
14:47:48,413,318
14:47:48,400,318
14:47:48,414,321
14:47:48,410,322
14:47:49,419,320
14:47:49,416,323
14:47:49,411,318
14:47:50,413,317
14:47:50,421,319
14:47:50,417,324
14:47:50,412,320
14:47:51,410,319
14:47:51,414,310
14:47:51,408,311
14:47:51,403,315
14:47:52,389,300
14:47:52,345,282
14:47:52,296,257
14:47:53,272,246
14:47:53,262,241
14:47:53,260,239
14:47:53,263,241
14:47:54,259,242
14:47:54,261,239
14:47:54,261,235
14:47:55,265,239
14:47:55,260,233
14:47:55,256,238
14:47:55,258,234
14:47:56,263,240
14:47:56,268,250
14:47:56,308,271
14:47:57,386,314
14:47:57,461,336
14:47:57,484,346
14:47:57,457,340
14:47:58,437,338
14:47:58,427,336
14:47:58,435,330
14:47:59,438,336
14:47:59,426,326
14:47:59,432,327
14:47:59,429,326
14:48:00,433,324
14:48:00,433,328
14:48:00,424,318
14:48:01,437,325
14:48:01,429,324
14:48:01,420,324
14:48:01,427,331
14:48:02,428,330
14:48:02,440,329
14:48:02,431,329
14:48:02,420,327
14:48:03,432,334
14:48:03,426,323
14:48:03,431,327
14:48:04,434,331
14:48:04,439,333
14:48:04,431,326
14:48:04,437,335
14:48:05,429,334
14:48:05,432,340
14:48:05,428,334
14:48:06,440,336
14:48:06,429,328
14:48:06,435,338
14:48:06,433,334
14:48:07,430,338
14:48:07,444,339
14:48:07,433,336
14:48:08,428,327
14:48:08,434,337
14:48:08,426,335
14:48:08,436,329
14:48:09,434,334
14:48:09,431,332
14:48:09,435,333
14:48:10,434,326
14:48:10,440,329
14:48:10,424,342
14:48:10,428,331
14:48:11,432,336
14:48:11,448,333
14:48:11,439,337
14:48:12,434,344
14:48:12,426,333
14:48:12,442,336
14:48:12,442,347
14:48:13,433,335
14:48:13,435,344
14:48:13,436,336
14:48:13,433,337
14:48:14,433,339
14:48:14,439,338
14:48:14,445,340
14:48:15,447,348
14:48:15,432,343
14:48:15,434,339
14:48:15,437,344
14:48:16,436,346
14:48:16,429,349
14:48:16,434,344
14:48:17,434,347
14:48:17,428,347
14:48:17,436,336
14:48:17,434,339
14:48:18,444,336
14:48:18,439,334
14:48:18,438,326
14:48:19,431,323
14:48:19,432,331
14:48:19,381,321
14:48:19,330,290
14:48:20,290,265
14:48:20,242,215
14:48:20,196,156
14:48:21,196,149
14:48:21,208,187
14:48:21,276,228
14:48:21,322,272
14:48:22,359,281
14:48:22,356,288
14:48:22,363,287
14:48:23,357,286
14:48:23,360,286
14:48:23,359,295
14:48:23,356,290
14:48:24,354,293
14:48:24,356,287
14:48:24,349,289
14:48:24,357,291
14:48:25,350,292
14:48:25,354,296
14:48:25,349,299
14:48:26,354,301
14:48:26,363,298
14:48:26,358,302
14:48:26,352,294
14:48:27,357,296
14:48:27,379,311
14:48:27,432,329
14:48:28,461,341
14:48:28,449,334
14:48:28,461,332
14:48:28,465,348
14:48:29,472,349
14:48:29,475,350
14:48:29,479,351
14:48:30,471,354
14:48:30,466,343
14:48:30,469,351
14:48:30,479,337
14:48:31,453,341
14:48:31,468,345
14:48:31,469,344
14:48:32,473,347
14:48:32,465,350
14:48:32,478,347
14:48:32,469,336
14:48:33,460,329
14:48:33,463,339
14:48:33,462,329
14:48:34,475,333
14:48:34,460,331
14:48:34,464,328
14:48:34,462,335
14:48:35,469,335
14:48:35,474,329
14:48:35,476,339
14:48:35,471,339
14:48:36,466,341
14:48:36,468,337
14:48:36,456,339
14:48:37,462,337
14:48:37,477,335
14:48:37,460,346
14:48:37,468,340
14:48:38,482,335
14:48:38,468,334
14:48:38,468,340
14:48:39,470,335
14:48:39,475,330
14:48:39,465,335
14:48:39,472,344
14:48:40,478,342
14:48:40,471,342
14:48:40,481,335
14:48:41,482,331
14:48:41,471,328
14:48:41,465,343
14:48:41,474,335
14:48:42,472,337
14:48:42,472,339
14:48:42,470,338
14:48:43,475,333
14:48:43,473,342
14:48:43,469,324
14:48:43,459,333
14:48:44,470,334
14:48:44,472,334
14:48:44,464,333
14:48:45,451,333
14:48:45,465,332
14:48:45,460,338
14:48:45,458,334
14:48:46,465,338
14:48:46,474,329
14:48:46,460,345
14:48:46,466,338
14:48:47,462,334
14:48:47,464,331
14:48:47,469,331
14:48:48,463,327
14:48:48,476,324
14:48:48,472,318
14:48:48,475,326
14:48:49,455,324
14:48:49,468,324
14:48:49,477,328
14:48:50,468,329
14:48:50,463,331
14:48:50,472,331
14:48:50,469,339
14:48:51,465,335
14:48:51,462,326
14:48:51,453,326
14:48:52,462,329
14:48:52,465,326
14:48:52,464,328
14:48:52,470,325
14:48:53,455,334
14:48:53,468,324
14:48:53,462,328
14:48:54,468,329
14:48:54,478,328
14:48:54,464,335
14:48:54,470,334
14:48:55,470,321
14:48:55,476,321
14:48:55,468,325
14:48:56,468,330
14:48:56,464,330
14:48:56,472,327
14:48:56,462,331
14:48:57,471,326
14:48:57,486,325
14:48:57,460,323
14:48:57,468,327
14:48:58,474,328
14:48:58,458,327
14:48:58,477,335
14:48:59,468,325
14:48:59,459,325
14:48:59,470,323
14:48:59,483,338
14:49:00,451,325
14:49:00,414,308
14:49:00,335,279
14:49:01,276,245
14:49:01,253,228
14:49:01,254,228
14:49:01,252,227
14:49:02,252,230
14:49:02,252,227
14:49:02,254,230
14:49:03,254,232
14:49:03,254,235
14:49:03,255,233
14:49:03,251,229
14:49:04,251,232
14:49:04,250,234
14:49:04,258,236
14:49:05,253,232
14:49:05,250,230
14:49:05,251,233
14:49:05,249,233
14:49:06,249,235
14:49:06,253,229
14:49:06,253,231
14:49:07,254,229
14:49:07,251,235
14:49:07,252,232
14:49:07,257,231
14:49:08,253,232
14:49:08,257,231
14:49:08,255,232
14:49:09,253,230
14:49:09,255,233
14:49:09,259,232
14:49:09,251,238
14:49:10,252,236
14:49:10,253,234
14:49:10,255,234
14:49:10,254,236
14:49:11,255,233
14:49:11,256,229
14:49:11,256,235
14:49:12,255,230
14:49:12,254,229
14:49:12,257,236
14:49:12,257,234
14:49:13,256,233
14:49:13,257,230
14:49:13,260,228
14:49:14,257,234
14:49:14,258,232
14:49:14,260,235
14:49:14,253,229
14:49:15,254,231
14:49:15,256,230
14:49:15,257,232
14:49:16,255,230
14:49:16,254,237
14:49:16,254,236
14:49:16,256,233
14:49:17,259,229
14:49:17,254,233
14:49:17,260,232
14:49:18,254,236
14:49:18,262,234
14:49:18,260,231
14:49:18,260,235
14:49:19,259,237
14:49:19,259,233
14:49:19,257,237
14:49:19,260,237
14:49:20,312,276
14:49:20,411,316
14:49:20,472,322
14:49:21,452,319
14:49:21,426,324
14:49:21,441,317
14:49:21,422,318
14:49:22,431,312
14:49:22,425,320
14:49:22,429,307
14:49:23,425,320
14:49:23,429,320
14:49:23,427,315
14:49:23,428,320
14:49:24,428,323
14:49:24,433,320
14:49:24,435,317
14:49:25,430,320
14:49:25,436,315
14:49:25,423,324
14:49:25,441,331
14:49:26,452,335
14:49:26,431,327
14:49:26,422,328
14:49:27,430,326
14:49:27,420,321
14:49:27,435,322
14:49:27,422,320
14:49:28,411,319
14:49:28,426,334
14:49:28,419,325
14:49:29,417,325
14:49:29,420,331
14:49:29,412,329
14:49:29,419,331
14:49:30,422,325
14:49:30,418,322
14:49:30,419,318
14:49:30,415,322
14:49:31,422,322
14:49:31,411,329
14:49:31,426,336
14:49:32,418,333
14:49:32,427,335
14:49:32,416,331
14:49:32,430,334
14:49:33,417,331
14:49:33,429,328
14:49:33,421,331
14:49:34,429,342
14:49:34,446,352
14:49:34,463,347
14:49:34,466,346
14:49:35,459,346
14:49:35,477,354
14:49:35,451,350
14:49:36,456,350
14:49:36,463,350
14:49:36,467,343
14:49:36,464,349
14:49:37,474,342
14:49:37,469,343
14:49:37,472,338
14:49:38,471,335
14:49:38,462,339
14:49:38,472,338
14:49:38,468,341
14:49:39,474,339
14:49:39,466,340
14:49:39,467,337
14:49:40,461,340
14:49:40,472,337
14:49:40,463,342
14:49:40,474,338
14:49:41,456,336
14:49:41,466,340
14:49:41,471,330
14:49:42,466,336
14:49:42,473,334
14:49:42,464,334
14:49:42,468,336
14:49:43,459,335
14:49:43,459,334
14:49:43,465,336
14:49:43,472,333
14:49:44,457,333
14:49:44,467,335
14:49:44,461,333
14:49:45,460,335
14:49:45,472,328
14:49:45,478,337
14:49:45,468,333
14:49:46,457,335
14:49:46,457,330
14:49:46,470,326
14:49:47,459,330
14:49:47,465,339
14:49:47,482,345
14:49:47,466,344
14:49:48,478,333
14:49:48,459,340
14:49:48,470,335
14:49:49,468,328
14:49:49,460,333
14:49:49,466,333
14:49:49,470,333
14:49:50,459,330
14:49:50,480,333
14:49:50,473,336
14:49:51,487,339
14:49:51,478,337
14:49:51,481,330
14:49:51,479,331
14:49:52,474,330
14:49:52,476,325
14:49:52,476,329
14:49:53,477,329
14:49:53,472,331
14:49:53,477,323
14:49:53,480,340
14:49:54,476,330
14:49:54,464,331
14:49:54,469,321
14:49:54,476,340
14:49:55,478,336
14:49:55,481,331
14:49:55,474,331
14:49:56,476,331
14:49:56,474,330
14:49:56,479,332
14:49:56,468,328
14:49:57,469,334
14:49:57,472,334
14:49:57,468,332
14:49:58,475,334
14:49:58,479,329
14:49:58,475,331
14:49:58,479,330
14:49:59,466,331
14:49:59,472,331
14:49:59,480,327
14:50:00,484,322
14:50:00,478,329
14:50:00,477,325
14:50:00,477,325
14:50:01,483,330
14:50:01,477,328
14:50:01,482,334
14:50:02,477,328
14:50:02,461,335
14:50:02,486,330
14:50:02,489,326
14:50:03,484,332
14:50:03,511,340
14:50:03,528,351
14:50:04,524,354
14:50:04,503,361
14:50:04,494,354
14:50:04,502,356
14:50:05,486,313
14:50:05,469,345
14:50:05,454,353
14:50:05,442,352
14:50:06,455,349
14:50:06,444,346
14:50:06,456,343
14:50:07,463,337
14:50:07,469,341
14:50:07,458,336
14:50:07,458,332
14:50:08,498,324
14:50:08,506,320
